SMILES,MDR1-MDCK2
C(C1CN2CCC1CC2)N1C2=C(SC3=C1C=CC=C3)C=CC=C2,462000
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CN(C)C4=CC=CC(=C34)C2=C1,394000
OC1CCC2(O)C3CC4=C5C(OC1C25CCN3CC1CCC1)=C(O)C=C4,156000
CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,197000
CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,8500
CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,3200
CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,346000
CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,536000
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(CC1=CC=CC=C1)NC(=O)C(CC(N)=O)NC(=O)C1=NC2=C(C=CC=C2)C=C1,220000
CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,285000
COC1=CC(CC2=C(N)N=C(N)N=C2)=CC(OC)=C1OC,110000
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,440000
CN(C)CCC1=CNC2=C1C=C(C[C@H]1COC(=O)N1)C=C2,2200
ERROR Structure cannot be converted to smiles,1.1
NC12CC3CC(CC(C3)C1)C2,42.7
OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,51.5
NC(=O)N1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,60.2
CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1,59.7
CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,39.3
Cl[H].[H]N(C([H])([H])[H])C1(C2=C([H])C([H])=C([H])C([H])=C2Cl)C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],74.8
CCCC(C)(COC(N)=O)COC(N)=O,34.4
OC1=C2OC3C(=O)CCC4(O)C5CC(C=C1)=C2C34CCN5CC=C,49.5
OC1=CC=C2CC3N(CC4CC4)CCC45C(OC1=C24)C(=O)CCC35O,40.2
[O-][N+](=O)C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,38.9
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,64.7
CN1C2CC(CC1C1OC21)OC(=O)C(CO)C1=CC=CC=C1,17.1
C[C@H](CC1=CC=CC=C1)N(C)CC#C,70.3
CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,0.399
NC1=C2CCCCC2=NC2=CC=CC=C12,43.8
CN(C)C\C=C(\C1=CC=C(Br)C=C1)C1=CN=CC=C1,67.6
[Cl-].C[NH+](C)CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,47.4
CC(C)C[C@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@H]4CC5=C(Br)NC6=C5C(=CC=C6)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,19.4
[H]C1=NC(=NC([H])=C1[H])N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N2C(=O)C([H])([H])C3(C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2=O)C([H])([H])C1([H])[H],54.7
CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,30.3
CN(C)CC\C=C1\C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,26
CN(C)CCCN1C2=C(CCC3=C1C=C(Cl)C=C3)C=CC=C2,36.9
CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,55.1
CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=CC=C2,54.2
CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,52.1
CCN(CC)CCN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1F,70.5
COCCCC\C(=N\OCCN)C1=CC=C(C=C1)C(F)(F)F,31.7
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,55.6
CNCCCC12CCC(C3=CC=CC=C13)C1=C2C=CC=C1,45.5
CN1C=C2C[C@@H]3[C@H](C[C@@H](CNC(=O)OCC4=CC=CC=C4)CN3C)C3=C2C1=CC=C3,17.9
CC1=NC=C2CN=C(C3=C(F)C=CC=C3)C3=C(C=CC(Cl)=C3)N12,60.9
Cl[H].[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C1C2=C([H])C([H])=C([H])C([H])=C2C([H])([H])C([H])([H])C2=C([H])C([H])=C([H])C([H])=C12,33.7
[H]C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C2=C1[C@]([H])(OC2=O)[C@]1([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2=C([H])C3=C(OC([H])([H])O3)C(OC([H])([H])[H])=C12,64.2
OCCN1CCN(CCCN2C3=CC(Cl)=CC=C3SC3=C2C=CC=C3)CC1,30.5
OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,70.3
NC(=O)CCCNC(C1=CC=C(Cl)C=C1)=C1C=C(F)C=CC1=O,68.4
CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,33.6
ClC1=CC(=CC=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,74.7
CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,40.5
CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,69.4
[H]N1C([H])=C(C2=C1C([H])=C([H])C(=C2[H])C([H])([H])C([H])([H])S(=O)(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[C@]1([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],1.48
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CN(C)C4=CC=CC(=C34)C2=C1,17.4
OC1CCC2(O)C3CC4=CC=C(O)C5=C4C2(CCN3CC2CCC2)C1O5,14
CN(C)CCC1=CNC2=C1C=C(CC1COC(=O)N1)C=C2,0.252
COC1=CC2=C(SC3=CC=CC=C3N2CC(C)CN(C)C)C=C1,34.7
CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,25.9
CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,38.9
CN1N(C(=O)C=C1C)C1=CC=CC=C1,79.2
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,0.256
CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,46.8
ClC1=CC=CC(Cl)=C1N=C1NCCN1,52.9
CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,35.9
NC(=N)N\N=C\C1=C(Cl)C=CC=C1Cl,59.8
[H]N([H])C(=NC(=O)C([H])([H])C1=C(Cl)C([H])=C([H])C([H])=C1Cl)N([H])[H],13
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,61.6
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,66.4
OCC(O)C(O)C(O)C(O)CO,0.829
CNC(C)(C)CC1=CC=CC=C1,53.7
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,29.6
Cl[H].[H]N([H])C([H])(C([H])([H])[H])C([H])([H])OC1=C(C([H])=C([H])C([H])=C1C([H])([H])[H])C([H])([H])[H],68.2
CC(C)NCC(O)COC1=CC=CC=C1OCC=C,30.8
CN(C)CCC(C1=CC=CC=C1)C1=NC=CC=C1,30.8
CC(C)NC[C@H](O)COC1=C2C=CC=CC2=CC=C1,40.3
[H]OC(=O)C1=C([H])\C(=N\N([H])C2=C([H])C([H])=C(C([H])=C2[H])S(=O)(=O)N([H])C2=C([H])C([H])=C([H])C([H])=N2)C([H])=C([H])C1=O,0.623
CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,78.1
CC(C)[NH2+]C[C@H](O)COC1=CC=CC=C1CC=C,46.1
CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,64.1
OC(=O)\C=C\C(O)=O.CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,33.1
CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,38.5
CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,69.8
CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,45.1
CC(C)N1CCC(CC1)N(C(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C=C1,44.8
C[C@@H](CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,43
CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC(\C=C\C(O)=O)=N1,1.17
OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2.51
CN\C(NC#N)=N/CCSCC1=C(C)NC=N1,0.396
CC(=O)OCC(CCN1C=NC2=C1N=C(N)N=C2)COC(C)=O,7.12
CC(C)(C)NC(=O)C1CN(CC2=CN=CC=C2)CCN1CC(O)CC(CC1=CC=CC=C1)C(=O)NC1C(O)CC2=CC=CC=C12,1.09
CC(CCC1=CC=CC=C1)NCC(O)C1=CC=C(O)C(=C1)C(N)=O,4.09
CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,0.692
CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,0.176
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,9.78
CC(C)CN(CC(O)C(CC1=CC=CC=C1)NC(=O)OC1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,2.88
[H]N(C1=NC2=C([H])C([H])=C([H])C([H])=C2N1C([H])([H])C1=C([H])C([H])=C(F)C([H])=C1[H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])([H])C1([H])[H],18.4
COC1=CC=C(C=C1)C1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)C1OC(C)=O,43
ClC1=CC=C2N(C3CCN(CCCN4C(=O)NC5=CC=CC=C45)CC3)C(=O)NC2=C1,1.85
CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,7.77
C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12,26
CS(O)(=O)=O.CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,3.53
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(CC1=CC=CC=C1)NC(=O)C(CC(N)=O)NC(=O)C1=NC2=C(C=CC=C2)C=C1,0.151
CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,14.6
COC1=CC=C(CCN(C)CCC[C@](C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,41.5
NC12CC3CC(CC(C3)C1)C2,40.5
OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,49.1
NC(=O)N1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,59.2
CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1,55.2
CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,41.4
Cl[H].[H]N(C([H])([H])[H])C1(C2=C([H])C([H])=C([H])C([H])=C2Cl)C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],69.5
CCCC(C)(COC(N)=O)COC(N)=O,33.4
OC1=C2OC3C(=O)CCC4(O)C5CC(C=C1)=C2C34CCN5CC=C,63.8
OC1=CC=C2CC3N(CC4CC4)CCC45C(OC1=C24)C(=O)CCC35O,41.8
[O-][N+](=O)C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,45.6
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,60.2
CN1C2CC(CC1C1OC21)OC(=O)C(CO)C1=CC=CC=C1,19.4
C[C@H](CC1=CC=CC=C1)N(C)CC#C,53.5
CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,0.588
NC1=C2CCCCC2=NC2=CC=CC=C12,40.9
CN(C)C\C=C(\C1=CC=C(Br)C=C1)C1=CN=CC=C1,68.5
[Cl-].C[NH+](C)CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,63.6
CC(C)C[C@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@H]4CC5=C(Br)NC6=C5C(=CC=C6)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,24.5
[H]C1=NC(=NC([H])=C1[H])N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N2C(=O)C([H])([H])C3(C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2=O)C([H])([H])C1([H])[H],51.7
CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,38.5
CN(C)CC\C=C1\C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,32.8
CN(C)CCCN1C2=C(CCC3=C1C=C(Cl)C=C3)C=CC=C2,52.6
CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,56.8
CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=CC=C2,62.2
CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,61.7
CCN(CC)CCN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1F,62.1
COCCCC\C(=N\OCCN)C1=CC=C(C=C1)C(F)(F)F,38
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,57.9
CNCCCC12CCC(C3=CC=CC=C13)C1=C2C=CC=C1,48
CN1C=C2C[C@@H]3[C@H](C[C@@H](CNC(=O)OCC4=CC=CC=C4)CN3C)C3=C2C1=CC=C3,21.6
CC1=NC=C2CN=C(C3=C(F)C=CC=C3)C3=C(C=CC(Cl)=C3)N12,61.3
Cl[H].[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C1C2=C([H])C([H])=C([H])C([H])=C2C([H])([H])C([H])([H])C2=C([H])C([H])=C([H])C([H])=C12,46.8
[H]C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C2=C1[C@]([H])(OC2=O)[C@]1([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2=C([H])C3=C(OC([H])([H])O3)C(OC([H])([H])[H])=C12,66.1
OCCN1CCN(CCCN2C3=CC(Cl)=CC=C3SC3=C2C=CC=C3)CC1,44.9
OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,66.5
NC(=O)CCCNC(C1=CC=C(Cl)C=C1)=C1C=C(F)C=CC1=O,60.1
CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,38.8
ClC1=CC(=CC=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,69.8
CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,37.2
CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,78.8
[H]N1C([H])=C(C2=C1C([H])=C([H])C(=C2[H])C([H])([H])C([H])([H])S(=O)(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[C@]1([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],66.3
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CN(C)C4=CC=CC(=C34)C2=C1,75.3
OC1CCC2(O)C3CC4=CC=C(O)C5=C4C2(CCN3CC2CCC2)C1O5,30.3
CN(C)CCC1=CNC2=C1C=C(CC1COC(=O)N1)C=C2,0.625
COC1=CC2=C(SC3=CC=CC=C3N2CC(C)CN(C)C)C=C1,53.5
CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,61.3
CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,62.7
CN1N(C(=O)C=C1C)C1=CC=CC=C1,74.2
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,0.317
CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,43.6
ClC1=CC=CC(Cl)=C1N=C1NCCN1,52.2
CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,30.2
NC(=N)N\N=C\C1=C(Cl)C=CC=C1Cl,54.3
[H]N([H])C(=NC(=O)C([H])([H])C1=C(Cl)C([H])=C([H])C([H])=C1Cl)N([H])[H],15.9
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,59.7
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,55.1
OCC(O)C(O)C(O)C(O)CO,0.733
CNC(C)(C)CC1=CC=CC=C1,46.8
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,35.9
Cl[H].[H]N([H])C([H])(C([H])([H])[H])C([H])([H])OC1=C(C([H])=C([H])C([H])=C1C([H])([H])[H])C([H])([H])[H],59.3
CC(C)NCC(O)COC1=CC=CC=C1OCC=C,42
CN(C)CCC(C1=CC=CC=C1)C1=NC=CC=C1,43.4
CC(C)NC[C@H](O)COC1=C2C=CC=CC2=CC=C1,42.1
[H]OC(=O)C1=C([H])\C(=N\N([H])C2=C([H])C([H])=C(C([H])=C2[H])S(=O)(=O)N([H])C2=C([H])C([H])=C([H])C([H])=N2)C([H])=C([H])C1=O,1.03
CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,64.6
CC(C)[NH2+]C[C@H](O)COC1=CC=CC=C1CC=C,46.7
CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,50
OC(=O)\C=C\C(O)=O.CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,42.9
CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,37.5
CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,63.7
CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,63.5
CC(C)N1CCC(CC1)N(C(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C=C1,64.8
C[C@@H](CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,54.8
CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC(\C=C\C(O)=O)=N1,4.34
OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,21.7
CN\C(NC#N)=N/CCSCC1=C(C)NC=N1,1.89
CC(=O)OCC(CCN1C=NC2=C1N=C(N)N=C2)COC(C)=O,22.6
CC(C)(C)NC(=O)C1CN(CC2=CN=CC=C2)CCN1CC(O)CC(CC1=CC=CC=C1)C(=O)NC1C(O)CC2=CC=CC=C12,26.9
CC(CCC1=CC=CC=C1)NCC(O)C1=CC=C(O)C(=C1)C(N)=O,36.2
CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,1.54
CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,0.64
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,19
CC(C)CN(CC(O)C(CC1=CC=CC=C1)NC(=O)OC1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,83.4
[H]N(C1=NC2=C([H])C([H])=C([H])C([H])=C2N1C([H])([H])C1=C([H])C([H])=C(F)C([H])=C1[H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])([H])C1([H])[H],40.8
COC1=CC=C(C=C1)C1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)C1OC(C)=O,65.7
ClC1=CC=C2N(C3CCN(CCCN4C(=O)NC5=CC=CC=C45)CC3)C(=O)NC2=C1,57.7
CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,77.3
C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12,73.1
CS(O)(=O)=O.CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,78.6
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(CC1=CC=CC=C1)NC(=O)C(CC(N)=O)NC(=O)C1=NC2=C(C=CC=C2)C=C1,39.5
CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,42.1
COC1=CC=C(CCN(C)CCC[C@](C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,71.8
CCCC(=O)NC1=CC=C(OC[C@H](O)CNC(C)C)C(=C1)C(C)=O,1.7
CC(=O)NC1=CC=C(O)C=C1,35
CC(=O)OC1=CC=CC=C1C(O)=O,7.4
CC(C)[NH2+]C[C@H](O)COC1=CC=CC=C1CC=C,160
NC12CC3CC(CC(C3)C1)C2,7.1
NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,2.54
CN(C)CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,9.8
CN1N(C(=O)C=C1C)C1=CC=CC=C1,18.5
CN1N(C(=O)C=C1C)C1=CC=CC=C1,56.6
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,21.2
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,56.8
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,17.5
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,24
CN1CCCC1CCOC(C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,40.7
ClC1=CC=CC(Cl)=C1N=C1NCCN1,14.7
[H]N1C2=C(N=C3C([H])=C([H])C([H])=C([H])C3=C1N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])=C([H])C(Cl)=C2[H],28.3
[H]OC([H])([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@]12C([H])([H])[H],140
CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,38.3
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(O)(O)=O,20
CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=CC=C2,16.3
CCC1(C)CC(=O)NC1=O,9.7
CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,6.4
FC1=C2O[C@H]3CNC[C@@H]3OC2=CC=C1,250
CC(C)N1C(\C=C\[C@H](O)C[C@@H](O)CC(O)=O)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1,30.7
[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,31
OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,31.1
CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,154
CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1,17.7
C[C@@H](C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,15.6
C[C@H](CCC1=CC=CC=C1)NC[C@H](O)C1=CC=C(O)C(=C1)C(N)=O,25
NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,88
CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=C(N1)C=CC=C2,69
C[C@H]1COC2=C3C(=CC(F)=C2N2CCN(C)CC2)[C](=O)=C(C=[N]13)C(O)=O,1.64
C[C@@H]1C[C@@H]2[C@H]3CC[C@](O)(C(=O)CO)[C@]3(C)C[C@@H](O)[C@H]2[C@@]2(C)C=CC(=O)C=C12,16
COCCC1=CC=C(OC[C@H](O)CNC(C)C)C=C1,41
[H]ON1C(=N[H])N=C(C([H])=C1N([H])[H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],2.6
CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CN=C21,32.4
CN1CCC23C4OC5=C(O)C=CC(CC1C2C=CC4O)=C35,4.05
COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O,31.1
CN1CCCC1C1=CC=CN=C1,49.2
C[C@@H]1COC2=C(N3CCN(C)CC3)C(F)=CC3=[C](=O)C(=C[N]1=C23)C(O)=O,1.51
COC1=CC2=C(NC(=N2)[S@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1,59
[H]C1=C([H])N(C(=N1)C([H])([H])[H])C([H])([H])C1([H])C(=O)C2=C(N(C3=C([H])C([H])=C([H])C([H])=C23)C([H])([H])[H])C([H])([H])C1([H])[H],110
CC(C)NC[C@@H](O)COC1=CC=CC=C1OCC=C,130
COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,49.5
NC1=NC(=O)C(O1)C1=CC=CC=C1,4.6
CCCN1CC(CSC)CC2C1CC1=CNC3=C1C2=CC=C3,25.1
NNCCC1=CC=CC=C1,54.7
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,120
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,46.1
CC(C)[NH2+]C[C@H](O)COC1=CC=CC2=C1C=CN2,26.6
CC(C)NC[C@@H](O)COC1=CC=C(NC(C)=O)C=C1,1.3
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)c1ccco1,25.6
CC(C)NC[C@H](O)COC1=C2C=CC=CC2=CC=C1,44.7
CCCC1=CC(=O)NC(=S)N1,41
CCOC1=C(OC)C=C2C(=C1)[C@H]1CN(C)CC[C@H]1N=C2C1=CC=C(C=C1)C(=O)N(C(C)C)C(C)C,40.3
COC1=CC=C2N=CC=C([C@@H](O)[C@H]3C[C@H]4CC[N@@]3C[C@@H]4C=C)C2=C1,43.2
CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/N(=O)=O,1.42
C[C@H](CC1=CC=CC=C1)N(C)CC#C,48.6
CC(C)NC[C@@H](O)C1=CC=C(NS(C)(=O)=O)C=C1,4.7
CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,1.9
NC1=C2CCCCC2=NC2=CC=CC=C12,28.4
CN1C2=CC=C(Cl)C=C2C(=NC(O)C1=O)C1=CC=CC=C1,42.1
CN1C2=C(NC=N2)C(=O)N(C)C1=O,30.3
